52	144
54	119
54	153
55	116
55	119
55	139
55	154
55	155
56	110
56	113
56	148
56	150
56	160
56	161
56	163
56	164
57	107
57	109
57	113
57	154
57	157
57	159
57	164
57	165
57	166
57	167
57	169
58	99
58	101
58	103
58	104
58	112
58	159
58	160
58	162
58	164
58	166
58	167
58	169
58	170
58	171
59	96
59	98
59	100
59	101
59	164
59	165
59	167
59	170
59	171
59	172
59	173
59	174
60	95
60	96
60	97
60	98
60	99
60	103
60	165
60	166
60	167
60	168
60	169
60	173
60	174
60	175
60	176
60	177
61	92
61	95
61	97
61	99
61	100
61	101
61	167
61	168
61	169
61	170
61	171
61	175
61	176
61	177
61	178
61	179
62	90
62	92
62	93
62	98
62	171
62	172
62	173
62	174
62	177
62	178
62	179
62	180
62	181
63	87
63	88
63	89
63	90
63	95
63	96
63	172
63	173
63	174
63	175
63	176
63	179
63	180
63	181
63	182
64	84
64	85
64	86
64	87
64	92
64	94
64	174
64	175
64	176
64	177
64	178
64	180
64	181
64	182
64	183
65	81
65	82
65	83
65	84
65	85
65	88
65	90
65	92
65	176
65	177
65	178
65	179
65	180
65	181
65	182
65	183
65	184
65	185
66	79
66	80
66	81
66	82
66	83
66	86
66	88
66	178
66	179
66	180
66	181
66	183
66	184
66	185
66	186
66	187
67	77
67	78
67	79
67	80
67	85
67	86
67	179
67	180
67	181
67	182
67	183
67	185
67	186
67	187
67	188
68	76
68	77
68	78
68	79
68	82
68	83
68	180
68	181
68	182
68	183
68	184
68	186
68	187
68	188
68	189
69	74
69	75
69	76
69	77
69	80
69	81
69	84
69	180
69	182
69	183
69	184
69	185
69	186
69	188
69	189
69	190
69	191
70	72
70	73
70	74
70	75
70	76
70	77
70	78
70	79
70	80
70	183
70	184
70	185
70	186
70	187
70	189
70	190
70	191
70	192
70	193
71	70
71	71
71	72
71	73
71	74
71	76
71	77
71	78
71	184
71	185
71	186
71	187
71	188
71	191
71	192
71	193
71	194
72	70
72	71
72	72
72	73
72	74
72	75
72	76
72	185
72	186
72	187
72	188
72	189
72	190
72	191
72	192
72	193
72	194
72	195
72	196
73	68
73	69
73	70
73	71
73	73
73	74
73	75
73	185
73	187
73	188
73	189
73	190
73	191
73	193
73	194
73	195
73	196
73	197
74	67
74	68
74	69
74	70
74	72
74	73
74	74
74	189
74	190
74	191
74	192
74	195
74	196
74	197
74	198
75	66
75	67
75	68
75	71
75	72
75	190
75	191
75	192
75	193
75	194
75	196
75	197
75	198
75	199
76	65
76	66
76	67
76	69
76	70
76	71
76	191
76	192
76	193
76	194
76	195
76	197
76	198
76	199
76	200
76	201
77	63
77	64
77	65
77	66
77	68
77	69
77	70
77	71
77	192
77	193
77	194
77	195
77	196
77	197
77	198
77	199
77	200
77	201
77	202
78	62
78	63
78	64
78	65
78	67
78	68
78	69
78	194
78	195
78	196
78	197
78	198
78	199
78	200
78	201
78	202
78	203
79	61
79	62
79	63
79	64
79	66
79	67
79	68
79	193
79	195
79	196
79	197
79	198
79	199
79	200
79	201
79	202
79	203
79	204
80	61
80	62
80	63
80	65
80	66
80	67
80	196
80	197
80	198
80	199
80	200
80	201
80	202
80	203
80	204
80	205
81	60
81	61
81	62
81	64
81	65
81	197
81	198
81	199
81	200
81	201
81	202
81	203
81	204
81	205
81	206
82	59
82	60
82	61
82	62
82	63
82	64
82	197
82	199
82	200
82	201
82	202
82	203
82	204
82	205
82	206
82	207
83	57
83	58
83	59
83	60
83	62
83	63
83	65
83	200
83	201
83	202
83	203
83	204
83	205
83	206
83	207
83	208
84	56
84	57
84	58
84	59
84	61
84	62
84	63
84	64
84	201
84	202
84	203
84	204
84	205
84	206
84	207
84	208
84	209
85	56
85	57
85	58
85	60
85	61
85	62
85	63
85	201
85	202
85	203
85	204
85	205
85	206
85	207
85	208
85	209
85	210
86	55
86	56
86	57
86	59
86	60
86	61
86	201
86	203
86	204
86	205
86	206
86	207
86	208
86	209
86	210
86	211
87	54
87	55
87	56
87	58
87	59
87	60
87	203
87	204
87	205
87	206
87	207
87	208
87	209
87	210
87	211
88	53
88	54
88	55
88	56
88	57
88	58
88	59
88	204
88	205
88	206
88	207
88	208
88	209
88	210
88	211
88	212
88	213
89	52
89	53
89	54
89	55
89	56
89	57
89	58
89	205
89	206
89	207
89	208
89	209
89	210
89	211
89	212
89	213
90	51
90	52
90	53
90	54
90	55
90	56
90	57
90	59
90	206
90	207
90	208
90	209
90	210
90	211
90	212
90	213
90	214
91	51
91	52
91	53
91	55
91	56
91	57
91	59
91	206
91	207
91	208
91	209
91	210
91	212
91	213
91	214
91	215
92	50
92	51
92	52
92	53
92	54
92	55
92	56
92	57
92	207
92	208
92	209
92	210
92	211
92	213
92	214
92	215
92	216
93	49
93	50
93	51
93	52
93	53
93	54
93	55
93	56
93	209
93	210
93	211
93	212
93	213
93	214
93	215
93	216
93	217
94	49
94	50
94	51
94	52
94	53
94	54
94	55
94	209
94	210
94	211
94	212
94	213
94	214
94	215
94	216
94	217
95	48
95	49
95	50
95	52
95	53
95	54
95	210
95	211
95	212
95	213
95	214
95	215
95	216
95	217
95	218
96	47
96	48
96	49
96	50
96	51
96	52
96	53
96	54
96	211
96	212
96	213
96	214
96	216
96	217
96	218
96	219
97	46
97	47
97	48
97	49
97	50
97	51
97	52
97	53
97	211
97	212
97	213
97	214
97	215
97	217
97	218
97	219
97	220
98	46
98	47
98	48
98	50
98	51
98	52
98	212
98	213
98	214
98	215
98	216
98	217
98	218
98	219
98	220
99	46
99	47
99	48
99	49
99	50
99	51
99	52
99	211
99	214
99	215
99	216
99	217
99	218
99	219
99	220
99	221
100	45
100	46
100	47
100	48
100	49
100	50
100	52
100	214
100	215
100	216
100	217
100	218
100	219
100	220
100	221
100	222
101	44
101	45
101	46
101	48
101	49
101	50
101	215
101	216
101	217
101	218
101	219
101	220
101	221
101	222
101	223
102	43
102	44
102	45
102	46
102	47
102	48
102	49
102	50
102	51
102	215
102	216
102	217
102	218
102	219
102	220
102	221
102	222
102	223
103	42
103	43
103	44
103	45
103	46
103	47
103	48
103	49
103	50
103	217
103	218
103	219
103	221
103	222
103	223
103	224
104	42
104	43
104	44
104	45
104	46
104	47
104	48
104	49
104	216
104	217
104	218
104	219
104	220
104	221
104	222
104	223
104	224
105	42
105	43
105	44
105	46
105	47
105	49
105	217
105	218
105	219
105	220
105	221
105	222
105	223
105	224
105	225
106	41
106	42
106	43
106	44
106	45
106	46
106	47
106	218
106	219
106	220
106	221
106	222
106	223
106	224
106	225
106	226
107	41
107	42
107	43
107	44
107	45
107	46
107	47
107	219
107	220
107	221
107	222
107	223
107	224
107	225
107	226
108	41
108	42
108	43
108	44
108	45
108	46
108	219
108	220
108	221
108	222
108	224
108	225
108	226
108	227
109	40
109	41
109	42
109	44
109	45
109	46
109	220
109	221
109	222
109	223
109	224
109	225
109	226
109	227
110	39
110	40
110	41
110	42
110	43
110	44
110	45
110	46
110	220
110	221
110	222
110	223
110	224
110	225
110	226
110	227
110	228
111	39
111	40
111	41
111	42
111	43
111	44
111	45
111	221
111	222
111	223
111	224
111	225
111	226
111	227
111	228
112	38
112	39
112	40
112	41
112	42
112	43
112	44
112	45
112	221
112	222
112	223
112	224
112	225
112	226
112	227
112	228
112	229
113	38
113	39
113	40
113	42
113	43
113	44
113	221
113	222
113	223
113	224
113	225
113	227
113	228
113	229
114	38
114	39
114	40
114	41
114	42
114	43
114	44
114	223
114	224
114	225
114	226
114	227
114	228
114	229
114	230
115	37
115	38
115	39
115	41
115	42
115	43
115	223
115	224
115	225
115	226
115	227
115	228
115	229
115	230
116	37
116	38
116	39
116	40
116	41
116	42
116	43
116	223
116	224
116	225
116	226
116	227
116	228
116	229
116	230
116	231
117	36
117	37
117	38
117	39
117	40
117	41
117	42
117	224
117	225
117	226
117	227
117	229
117	230
117	231
118	36
118	37
118	38
118	39
118	40
118	41
118	42
118	224
118	225
118	226
118	227
118	228
118	229
118	230
118	231
118	232
119	35
119	36
119	37
119	38
119	39
119	40
119	41
119	42
119	225
119	226
119	227
119	228
119	229
119	230
119	231
119	232
120	35
120	36
120	37
120	39
120	40
120	41
120	226
120	227
120	228
120	229
120	230
120	231
120	232
120	233
121	35
121	36
121	37
121	38
121	39
121	40
121	41
121	42
121	226
121	227
121	228
121	229
121	230
121	231
121	232
121	233
122	34
122	35
122	36
122	37
122	38
122	39
122	40
122	41
122	227
122	228
122	229
122	230
122	231
122	232
122	233
123	34
123	35
123	36
123	37
123	38
123	39
123	40
123	227
123	228
123	229
123	230
123	231
123	232
123	233
124	34
124	35
124	36
124	37
124	38
124	39
124	40
124	227
124	228
124	229
124	230
124	231
124	232
124	233
124	234
125	33
125	34
125	35
125	36
125	37
125	38
125	39
125	227
125	228
125	229
125	230
125	232
125	233
125	234
126	33
126	34
126	35
126	37
126	38
126	39
126	40
126	228
126	229
126	230
126	231
126	232
126	233
126	234
127	33
127	34
127	35
127	36
127	37
127	38
127	39
127	228
127	229
127	230
127	231
127	232
127	233
127	234
128	33
128	34
128	35
128	36
128	37
128	38
128	39
128	229
128	230
128	231
128	232
128	233
128	234
128	235
129	33
129	34
129	35
129	36
129	37
129	38
129	229
129	230
129	231
129	233
129	234
129	235
130	32
130	33
130	34
130	35
130	36
130	37
130	38
130	39
130	229
130	230
130	231
130	232
130	233
130	234
130	235
130	236
131	32
131	33
131	34
131	36
131	37
131	38
131	229
131	230
131	231
131	232
131	233
131	234
131	235
131	236
132	32
132	33
132	34
132	35
132	36
132	37
132	38
132	229
132	230
132	231
132	232
132	233
132	234
132	235
132	236
133	31
133	32
133	33
133	34
133	35
133	36
133	37
133	38
133	230
133	231
133	232
133	234
133	235
133	236
134	32
134	33
134	34
134	35
134	36
134	37
134	38
134	230
134	231
134	232
134	233
134	234
134	235
134	236
134	237
135	31
135	32
135	33
135	34
135	35
135	36
135	37
135	38
135	230
135	231
135	232
135	233
135	234
135	235
135	236
135	237
136	31
136	32
136	33
136	34
136	35
136	36
136	37
136	230
136	231
136	232
136	233
136	234
136	235
136	236
136	237
137	31
137	32
137	33
137	34
137	35
137	36
137	37
137	38
137	231
137	232
137	233
137	234
137	235
137	236
137	237
138	31
138	32
138	33
138	35
138	36
138	37
138	231
138	232
138	233
138	234
138	235
138	236
138	237
139	31
139	32
139	33
139	34
139	35
139	36
139	37
139	38
139	231
139	232
139	233
139	234
139	235
139	236
139	237
140	31
140	32
140	33
140	34
140	35
140	36
140	37
140	231
140	232
140	233
140	234
140	235
140	236
140	237
141	31
141	32
141	33
141	34
141	35
141	36
141	37
141	231
141	232
141	233
141	234
141	235
141	236
141	237
142	30
142	31
142	32
142	33
142	34
142	35
142	36
142	231
142	232
142	233
142	234
142	235
142	236
142	237
143	30
143	31
143	32
143	33
143	34
143	35
143	36
143	37
143	231
143	232
143	233
143	234
143	235
143	236
143	237
144	30
144	31
144	32
144	33
144	34
144	35
144	36
144	37
144	232
144	233
144	234
144	235
144	236
144	237
145	30
145	31
145	32
145	34
145	35
145	36
145	231
145	232
145	233
145	234
145	235
145	236
145	237
145	238
146	30
146	31
146	32
146	33
146	34
146	35
146	36
146	232
146	233
146	234
146	235
146	236
146	237
146	238
147	29
147	30
147	31
147	32
147	33
147	34
147	35
147	36
147	232
147	233
147	234
147	236
147	237
147	238
148	29
148	30
148	31
148	32
148	33
148	34
148	35
148	232
148	233
148	234
148	236
148	237
148	238
149	29
149	30
149	31
149	32
149	33
149	34
149	35
149	36
149	232
149	233
149	234
149	236
149	237
149	238
150	29
150	30
150	31
150	32
150	33
150	34
150	35
150	36
150	232
150	233
150	234
150	235
150	236
150	237
150	238
150	239
151	29
151	30
151	31
151	33
151	34
151	35
151	232
151	233
151	234
151	235
151	236
151	237
151	238
152	29
152	30
152	31
152	32
152	33
152	34
152	35
152	232
152	233
152	234
152	235
152	236
152	237
152	238
153	29
153	30
153	31
153	32
153	33
153	34
153	35
153	232
153	233
153	234
153	235
153	236
153	237
153	238
154	29
154	30
154	31
154	32
154	33
154	34
154	35
154	232
154	233
154	234
154	235
154	236
154	237
154	238
155	28
155	29
155	30
155	31
155	32
155	33
155	34
155	232
155	233
155	234
155	235
155	236
155	237
155	238
156	28
156	29
156	30
156	31
156	32
156	33
156	34
156	36
156	232
156	233
156	234
156	235
156	236
156	237
156	238
157	28
157	29
157	30
157	31
157	32
157	33
157	34
157	233
157	234
157	235
157	236
157	237
157	238
158	28
158	29
158	30
158	31
158	32
158	33
158	34
158	232
158	233
158	234
158	235
158	236
158	237
158	238
159	28
159	29
159	30
159	31
159	32
159	33
159	34
159	232
159	233
159	234
159	235
159	236
159	237
159	238
159	239
160	28
160	29
160	30
160	31
160	32
160	33
160	34
160	232
160	233
160	234
160	235
160	236
160	237
160	238
161	28
161	29
161	30
161	31
161	32
161	33
161	34
161	232
161	233
161	234
161	236
161	237
161	238
161	239
162	28
162	29
162	30
162	31
162	32
162	33
162	34
162	232
162	233
162	234
162	236
162	237
162	238
162	239
163	28
163	29
163	30
163	31
163	32
163	33
163	34
163	35
163	232
163	233
163	234
163	236
163	237
163	238
164	28
164	29
164	30
164	31
164	32
164	33
164	34
164	35
164	232
164	233
164	234
164	235
164	236
164	237
164	238
165	28
165	29
165	30
165	31
165	32
165	33
165	34
165	35
165	232
165	233
165	234
165	235
165	236
165	237
165	238
166	29
166	30
166	31
166	32
166	33
166	34
166	35
166	232
166	233
166	234
166	235
166	236
166	237
167	29
167	30
167	31
167	32
167	33
167	34
167	35
167	231
167	232
167	233
167	234
167	235
167	236
167	237
168	29
168	30
168	31
168	32
168	33
168	34
168	35
168	231
168	232
168	233
168	235
168	236
168	237
169	29
169	30
169	31
169	32
169	33
169	34
169	35
169	231
169	232
169	233
169	235
169	236
169	237
170	29
170	30
170	31
170	33
170	34
170	35
170	36
170	231
170	232
170	233
170	234
170	235
170	236
170	237
171	29
171	30
171	31
171	32
171	33
171	34
171	35
171	231
171	232
171	233
171	234
171	235
171	236
171	237
172	29
172	30
172	31
172	32
172	33
172	34
172	35
172	36
172	231
172	232
172	233
172	234
172	235
172	236
172	237
173	29
173	30
173	31
173	32
173	33
173	34
173	35
173	36
173	230
173	231
173	232
173	234
173	235
173	236
174	29
174	30
174	31
174	32
174	33
174	34
174	35
174	36
174	230
174	231
174	232
174	233
174	234
174	235
174	236
175	29
175	30
175	31
175	32
175	33
175	34
175	35
175	36
175	229
175	230
175	231
175	232
175	233
175	234
175	235
175	236
176	30
176	31
176	32
176	33
176	34
176	35
176	36
176	229
176	230
176	231
176	232
176	233
176	234
176	235
176	236
177	30
177	31
177	32
177	34
177	35
177	36
177	229
177	230
177	231
177	232
177	233
177	234
177	235
177	236
178	30
178	31
178	32
178	34
178	35
178	36
178	37
178	229
178	230
178	231
178	233
178	234
178	235
179	29
179	30
179	31
179	32
179	33
179	34
179	35
179	36
179	37
179	229
179	230
179	231
179	232
179	233
179	234
179	235
180	31
180	32
180	33
180	34
180	35
180	36
180	37
180	228
180	229
180	230
180	231
180	232
180	233
180	234
180	235
181	30
181	31
181	32
181	33
181	34
181	35
181	36
181	37
181	229
181	230
181	231
181	232
181	233
181	234
182	31
182	32
182	33
182	35
182	36
182	37
182	227
182	228
182	229
182	230
182	232
182	233
182	234
183	31
183	32
183	33
183	34
183	35
183	36
183	37
183	38
183	228
183	229
183	230
183	231
183	232
183	233
183	234
184	31
184	32
184	33
184	34
184	35
184	36
184	37
184	38
184	227
184	228
184	229
184	230
184	231
184	232
184	233
185	32
185	33
185	34
185	35
185	36
185	37
185	38
185	39
185	227
185	228
185	229
185	231
185	232
185	233
186	32
186	33
186	34
186	35
186	36
186	37
186	38
186	227
186	228
186	229
186	230
186	231
186	232
187	32
187	33
187	34
187	35
187	36
187	37
187	38
187	39
187	226
187	227
187	228
187	229
187	230
187	231
187	232
188	32
188	33
188	34
188	35
188	37
188	38
188	39
188	226
188	227
188	228
188	230
188	231
188	232
189	33
189	34
189	35
189	36
189	37
189	38
189	39
189	40
189	225
189	226
189	227
189	228
189	229
189	230
189	231
189	232
190	33
190	34
190	35
190	36
190	37
190	38
190	39
190	40
190	225
190	226
190	227
190	229
190	230
190	231
191	34
191	35
191	36
191	37
191	38
191	39
191	40
191	41
191	225
191	226
191	227
191	228
191	229
191	230
191	231
192	34
192	35
192	36
192	37
192	38
192	39
192	40
192	41
192	224
192	225
192	226
192	227
192	228
192	229
192	230
193	35
193	36
193	37
193	38
193	39
193	40
193	41
193	42
193	223
193	224
193	225
193	226
193	227
193	228
193	229
193	230
194	35
194	36
194	37
194	38
194	39
194	40
194	41
194	42
194	43
194	224
194	225
194	227
194	228
194	229
195	35
195	36
195	37
195	38
195	39
195	40
195	41
195	42
195	43
195	223
195	224
195	225
195	226
195	227
195	228
195	229
196	36
196	37
196	38
196	39
196	41
196	42
196	43
196	44
196	222
196	223
196	224
196	226
196	227
196	228
197	37
197	38
197	39
197	40
197	41
197	42
197	43
197	44
197	45
197	222
197	223
197	224
197	225
197	226
197	227
197	228
198	38
198	39
198	40
198	42
198	43
198	44
198	45
198	221
198	222
198	223
198	225
198	226
198	227
198	228
199	38
199	39
199	40
199	41
199	42
199	43
199	44
199	45
199	46
199	221
199	222
199	223
199	224
199	225
199	226
199	227
200	38
200	39
200	40
200	41
200	42
200	43
200	44
200	45
200	46
200	220
200	221
200	222
200	223
200	224
200	225
200	226
200	227
201	39
201	40
201	41
201	42
201	43
201	44
201	45
201	46
201	47
201	220
201	221
201	222
201	223
201	224
201	225
201	226
202	40
202	41
202	42
202	43
202	44
202	45
202	46
202	47
202	219
202	220
202	221
202	223
202	224
202	225
203	40
203	41
203	42
203	43
203	44
203	45
203	46
203	47
203	48
203	219
203	220
203	221
203	222
203	223
203	224
203	225
203	226
204	40
204	41
204	42
204	43
204	44
204	45
204	46
204	47
204	48
204	49
204	218
204	219
204	220
204	222
204	223
204	224
205	42
205	43
205	44
205	45
205	46
205	47
205	48
205	49
205	218
205	219
205	220
205	221
205	222
205	223
